,log_bse_close,log_nifty50_close,log_sp500_close,log_gold_close,log_brent_close,log_usd_inr_close,log_crude_price,log_DGS10,log_DHHNGSP
log_bse_close,1.0,0.988291498547672,0.9638670375945348,0.873867055796912,-0.219399540857624,0.9175659639938304,0.46264085292255597,-0.4150239446969399,-0.24410197409132364
log_nifty50_close,0.988291498547672,1.0,0.9891991859509442,0.8669772804641385,-0.28389910787553024,0.9574731910057929,0.4988666483188555,-0.4859178818777184,-0.27563415248442563
log_sp500_close,0.9638670375945348,0.9891991859509442,1.0,0.8706428572058696,-0.3062773694465201,0.9815156069952579,0.5362315532252038,-0.5641902614283199,-0.3020873423505638
log_gold_close,0.873867055796912,0.8669772804641385,0.8706428572058696,1.0,-0.07644099982950897,0.8221715839514585,0.5270319139434168,-0.4679028167694698,-0.24462857144412062
log_brent_close,-0.219399540857624,-0.28389910787553024,-0.3062773694465201,-0.07644099982950897,1.0,-0.3597854556243408,0.13375229113426126,0.31869099562854214,0.335246758311952
log_usd_inr_close,0.9175659639938304,0.9574731910057929,0.9815156069952579,0.8221715839514585,-0.3597854556243408,1.0,0.5418778764679065,-0.6086177144786824,-0.33476789029089676
log_crude_price,0.46264085292255597,0.4988666483188555,0.5362315532252038,0.5270319139434168,0.13375229113426126,0.5418778764679065,1.0,-0.6117847410042554,0.20775672028286646
log_DGS10,-0.4150239446969399,-0.4859178818777184,-0.5641902614283199,-0.4679028167694698,0.31869099562854214,-0.6086177144786824,-0.6117847410042554,1.0,0.18685537375775096
log_DHHNGSP,-0.24410197409132364,-0.27563415248442563,-0.3020873423505638,-0.24462857144412062,0.335246758311952,-0.33476789029089676,0.20775672028286646,0.18685537375775096,1.0
