,bse_close,nifty50_close,sp500_close,gold_close,brent_close,usd_inr_close,crude_price,DGS10,DHHNGSP
bse_close,1.0,0.9937428292798114,0.9763794230563676,0.8626536199426644,-0.15189296034207392,0.9051623179418714,0.412012179585123,-0.3267135535589869,-0.1304211025946583
nifty50_close,0.9937428292798114,1.0,0.9898607653307187,0.8802724724867106,-0.19055225472512066,0.9287499336794182,0.4260912139337704,-0.35814027007655486,-0.1479316926078267
sp500_close,0.9763794230563676,0.9898607653307187,1.0,0.8918085275086388,-0.21872672957055658,0.9515381559642587,0.44807959700393796,-0.4061039880014358,-0.16417400433000645
gold_close,0.8626536199426644,0.8802724724867106,0.8918085275086388,1.0,-0.048959375379082945,0.7878469279168367,0.43307955255505864,-0.3311023167314096,-0.12770849670512463
brent_close,-0.15189296034207392,-0.19055225472512066,-0.21872672957055658,-0.048959375379082945,1.0,-0.28514788399692004,0.3396367607668666,0.10189690091228752,0.20915383010984462
usd_inr_close,0.9051623179418714,0.9287499336794182,0.9515381559642587,0.7878469279168367,-0.28514788399692004,1.0,0.4913416720862764,-0.4990172032879515,-0.2139913238617451
crude_price,0.412012179585123,0.4260912139337704,0.44807959700393796,0.43307955255505864,0.3396367607668666,0.4913416720862764,1.0,-0.5734652943460196,0.2893432411103138
DGS10,-0.3267135535589869,-0.35814027007655486,-0.4061039880014358,-0.3311023167314096,0.10189690091228752,-0.4990172032879515,-0.5734652943460196,1.0,-0.008918994827574234
DHHNGSP,-0.1304211025946583,-0.1479316926078267,-0.16417400433000645,-0.12770849670512463,0.20915383010984462,-0.2139913238617451,0.2893432411103138,-0.008918994827574234,1.0
